"Label","Has4Legs","CoatColor","HairLength","TailLength","EnjoysPlay","StairsOutWindow","HoursSpentNapping","RespondsToCommands","EasilyFrightened","Age", "Noise1", "Noise2", "Noise3", "Noise4", "Noise5"
dog,1,Spotted,0,10,1,1,2,1,1,16,0.0487335184589028,0.260508787352592,0.0809970370028168,0.124316666973755,0.276297094998881
dog,1,Brown,0,3,1,1,3,1,0,16,0.0338767811190337,0.423470858251676,0.546032982179895,0.0789602852892131,0.235891076968983
dog,1,Grey,1,3,1,1,2,1,1,3,0.379638922633603,0.471495222533122,0.729659549193457,0.420768411830068,0.53280139178969
dog,1,White,0,1,1,1,2,1,1,19,0.704189328476787,0.207825179677457,0.376907121157274,0.210643716156483,0.751586724072695
dog,1,White,1,1,1,1,2,1,0,4,0.479658399708569,0.662620819639415,0.114490156294778,0.782658749260008,0.184255369240418
dog,1,White,0,2,1,0,2,1,1,5,0.874741073464975,0.278030864661559,0.68239375250414,0.783329281257465,0.988900462863967
dog,1,Brown,0,4,1,1,8,1,1,6,0.535616372479126,0.153687419369817,0.199730998603627,0.842379185603932,0.224941441556439
dog,1,Spotted,0,2,1,1,2,1,1,18,0.300776951480657,0.556285526137799,0.63544041197747,0.837825210997835,0.594639126211405
dog,1,Brown,1,2,1,1,2,1,1,3,0.0476979974191636,0.857940196292475,0.794148864457384,0.891012209933251,0.220069525996223
dog,1,White,0,2,0,1,2,1,0,17,0.378013409674168,0.786669030785561,0.808418397791684,0.537363543175161,0.268407354364172
dog,1,Brown,1,7,1,1,2,1,1,8,0.710545072564855,0.43900372995995,0.598298287950456,0.765508461743593,0.349033293779939
dog,1,Spotted,0,1,1,1,5,1,1,2,0.189790166215971,0.466098710661754,0.707358164247125,0.341465661069378,0.392253130208701
cat,1,Brown,1,6,0,1,3,0,1,20,0.456108567304909,0.497294798493385,0.400493939174339,0.660357848973945,0.257396689616144
dog,1,Brown,1,3,1,0,2,1,0,10,0.296613004757091,0.846050109248608,0.753804719541222,0.107072069076821,0.33671587263234
cat,1,White,1,6,1,1,10,0,1,2,0.0857575281988829,0.344018641160801,0.556302119512111,0.916249972535297,0.730978183215484
cat,1,White,1,5,1,1,3,0,1,4,0.386173529317603,0.247971272096038,0.496152856154367,0.618669693125412,0.706162551883608
dog,1,Spotted,1,10,1,1,2,1,1,5,0.44693059194833,0.884007816435769,0.124359355773777,0.436579367611557,0.658580751623958
dog,1,Spotted,1,2,1,1,2,1,1,5,0.678857159800828,0.580511440522969,0.207202072488144,0.325983747607097,0.945279890671372
cat,1,Spotted,1,6,1,1,10,0,1,17,0.967776326928288,0.808624601457268,0.853363739559427,0.537421887740493,0.439426918048412
cat,1,Grey,1,7,0,1,5,0,1,2,0.241809634724632,0.486765399342403,0.421932966914028,0.634203328285366,0.113473407924175
dog,1,Spotted,1,1,1,1,2,1,1,5,0.844695781124756,0.930940038524568,0.44076432287693,0.854466121410951,0.768365190830082
dog,1,Brown,0,2,1,0,2,1,0,6,0.265000922372565,0.402563326293603,0.47586821927689,0.409622538136318,0.0745989058632404
dog,1,Brown,0,1,1,1,2,1,0,1,0.0735278439242393,0.378322681412101,0.274487020913512,0.102974702371284,0.0180201879702508
dog,1,Brown,1,4,1,1,2,1,0,3,0.639783169142902,0.552876624744385,0.0418831193819642,0.900775189977139,0.594649735139683
cat,1,White,1,7,0,0,10,0,1,7,0.93028788943775,0.82679383456707,0.293455569539219,0.374366589589044,0.097598442574963
dog,1,Grey,1,2,1,1,2,1,0,19,0.0592842844780535,0.125202370109037,0.373960183467716,0.000283897621557117,0.758762575685978
dog,1,Grey,1,8,1,1,2,0,0,18,0.541937958681956,0.353308808524162,0.85973759368062,0.384409796446562,0.158603030955419
dog,1,Brown,0,2,1,1,2,1,1,19,0.827376527246088,0.885181640507653,0.647417797939852,0.337984648998827,0.132793577155098
dog,1,Brown,0,1,1,0,2,1,0,20,0.907984211342409,0.538717583753169,0.0605906618293375,0.476564514217898,0.69104126887396
cat,1,White,1,9,0,1,3,0,1,3,0.793021058430895,0.0838510014582425,0.763037814060226,0.0328816750552505,0.13690439495258
cat,1,White,1,4,1,1,3,0,1,1,0.267613379051909,0.278245665598661,0.0884248274378479,0.815911041107029,0.741291451267898
cat,1,White,1,6,1,1,2,0,1,7,0.360156905837357,0.897126182448119,0.640395060414448,0.977625210070983,0.733540797606111
dog,1,Grey,1,4,0,1,2,1,1,5,0.812231054296717,0.627944595180452,0.621175824431702,0.0814514835365117,0.876143282279372
dog,1,Brown,1,10,1,1,2,1,1,3,0.188405078137293,0.777410808252171,0.402122616535053,0.943396202288568,0.177765360102057
dog,1,Black,0,4,1,1,2,1,1,20,0.19886400969699,0.704781368840486,0.501063961070031,0.345221135765314,0.16629952006042
dog,1,White,0,3,1,1,2,1,1,4,0.55846801912412,0.441937485476956,0.415082920342684,0.450372612569481,0.177010079612955
dog,1,White,1,3,1,1,2,0,1,10,0.586872379062697,0.0211324295960367,0.988821945851669,0.819612616440281,0.535824265796691
cat,1,Spotted,1,8,0,1,3,0,1,20,0.669548873091117,0.640683595789596,0.00594775006175041,0.336607922101393,0.153523494489491
cat,1,Spotted,1,8,1,1,5,0,1,3,0.270060029113665,0.971473523182794,0.417851843871176,0.0532806583214551,0.685116678010672
dog,0,White,0,1,1,1,2,1,1,20,0.233978019095957,0.761853950563818,0.872597351437435,0.252140121767297,0.472245287615806
dog,1,Spotted,0,1,1,1,2,1,1,19,0.79000991769135,0.0992705118842423,0.283352723810822,0.820927687454969,0.491031554061919
dog,1,Spotted,1,3,1,1,2,1,0,18,0.0618678110186011,0.191589983645827,0.970360910752788,0.27091722888872,0.669823965290561
dog,1,Spotted,0,3,1,1,2,1,1,19,0.993991720024496,0.472315814811736,0.369513072771952,0.597163506550714,0.891110648633912
cat,1,White,1,7,1,1,3,0,1,12,0.742818706203252,0.408343284158036,0.598793409997597,0.76433555665426,0.270737900864333
dog,1,Brown,0,3,1,0,2,1,1,19,0.302054446656257,0.942387513350695,0.0171351393219084,0.868819411145523,0.609485189663246
dog,1,Brown,1,3,1,1,2,1,1,12,0.729435988236219,0.376475260592997,0.227700786665082,0.449077718891203,0.643768732436001
dog,1,White,0,3,1,1,2,1,1,2,0.267495632171631,0.79709232179448,0.27562911901623,0.637464989209548,0.929797147400677
dog,1,Spotted,0,3,1,1,2,1,1,8,0.692513148998842,0.123507193755358,0.973575719399378,0.559013223275542,0.853043562499806
cat,1,White,1,9,1,1,5,0,1,9,0.811778224306181,0.0713044821750373,0.502204000717029,0.0469382468145341,0.835173358907923
dog,1,Spotted,0,5,1,1,8,1,0,19,0.483858899911866,0.526734863640741,0.311614117817953,0.335231901379302,0.869978135218844
dog,1,Grey,1,2,0,1,2,1,1,5,0.659767911536619,0.518583963159472,0.252687998116016,0.15829174243845,0.423861974151805
cat,1,White,1,7,1,1,5,0,1,17,0.387062827590853,0.925021137110889,0.912066203542054,0.530670756008476,0.920835592318326
dog,1,Spotted,1,3,1,1,2,1,1,5,0.285134665900841,0.569316264009103,0.50441666552797,0.05509965098463,0.636849649017677
cat,1,White,1,7,0,1,3,0,1,4,0.998172321124002,0.697081666905433,0.129469694336876,0.71415140433237,0.0673857054207474
dog,1,Spotted,1,3,1,0,2,1,1,4,0.0725325988605618,0.307768419850618,0.15871619200334,0.0190452155657113,0.0589423715136945
dog,1,Brown,0,5,1,1,2,1,1,1,0.58693815395236,0.219753588316962,0.666565532097593,0.952904620440677,0.483553469646722
cat,1,Spotted,1,7,0,1,5,0,0,3,0.65110518084839,0.458938936237246,0.275549972895533,0.95398309873417,0.558523944113404
dog,1,Grey,0,3,1,1,2,1,1,2,0.830259345239028,0.243981153005734,0.461118846898898,0.368778466014192,0.622285888297483
dog,1,Grey,1,1,1,1,2,1,0,3,0.868791481945664,0.447785594966263,0.241527411388233,0.0662884146440774,0.802808893611655
dog,1,Grey,1,1,1,0,2,1,1,16,0.159080301644281,0.213946394855157,0.828787442762405,0.484879099531099,0.980291965883225
dog,1,Grey,1,1,1,1,2,1,1,18,0.614785730605945,0.955639935098588,0.423338879598305,0.936194387730211,0.4462038744241
dog,1,White,0,1,1,1,8,1,1,16,0.189608435845003,0.406497171614319,0.517366745509207,0.946327884448692,0.861782696563751
dog,1,Grey,1,1,1,1,2,1,1,12,0.62304547149688,0.757968603167683,0.305244728457183,0.349341031396762,0.0376768975984305
dog,1,Grey,0,1,1,1,2,1,0,17,0.979079427663237,0.0715172560885549,0.23448622925207,0.707564398879185,0.299256755271927
cat,1,White,1,6,1,1,5,0,1,8,0.649617177201435,0.498735591303557,0.614111960167065,0.439100004965439,0.239961373154074
dog,1,Grey,0,5,1,1,2,1,0,7,0.544823525240645,0.391309040598571,0.677176962373778,0.819505569525063,0.986429020296782
dog,1,Brown,1,5,1,1,2,1,0,5,0.801427978789434,0.563353997189552,0.0725759032648057,0.844902046956122,0.729339055949822
dog,1,Spotted,1,4,1,1,2,0,1,19,0.985840982990339,0.287457756698132,0.329851584974676,0.931212178431451,0.393269729800522
dog,1,Brown,0,2,1,1,2,0,1,4,0.253138158004731,0.338341457769275,0.742767352377996,0.430287451250479,0.0604648899752647
cat,1,Black,1,8,1,1,5,0,1,14,0.51989760575816,0.368573390645906,0.648797954665497,0.681891374755651,0.189865205669776
cat,1,White,1,6,1,1,10,1,1,5,0.761121618561447,0.175933914026245,0.401298985816538,0.108758270507678,0.920659169089049
dog,1,Brown,0,1,1,0,2,1,1,18,0.150846896227449,0.660056106513366,0.60828000633046,0.945628722896799,0.55407973844558
dog,1,Brown,1,5,1,1,2,1,1,14,0.856446069665253,0.254002720816061,0.872528916690499,0.801872339099646,0.601600122172385
cat,1,Black,1,9,0,1,5,0,1,3,0.106933305505663,0.446629920508713,0.100022610044107,0.260986376320943,0.879505029181018
cat,1,Grey,1,5,1,1,5,0,1,4,0.988302406156436,0.495125770336017,0.582525959471241,0.168995151529089,0.257481493288651
dog,1,Spotted,1,2,0,0,2,1,0,8,0.737159285228699,0.906566158402711,0.164069284452125,0.971473609330133,0.922851694282144
cat,1,White,1,6,1,1,5,0,1,19,0.367353568319231,0.740966248791665,0.390285138273612,0.592969089979306,0.671568003715947
cat,1,Black,1,6,1,1,10,1,1,2,0.0352181217167526,0.850525432964787,0.0288993555586785,0.078357262769714,0.655243704561144
dog,1,Spotted,1,5,1,1,2,1,1,20,0.545518789207563,0.330339633394033,0.596862392732874,0.423831296851858,0.721198829822242
cat,1,Black,1,3,0,1,3,1,1,16,0.771889819065109,0.0288407765328884,0.598390789935365,0.339159204158932,0.0730608811136335
cat,1,Black,1,8,1,1,3,0,1,10,0.678788145538419,0.157016419107094,0.721217789920047,0.600196245359257,0.805325138615444
dog,1,Brown,1,1,1,1,2,1,0,6,0.213092973688617,0.913667297456414,0.441792618017644,0.554910572245717,0.390427292324603
cat,1,Spotted,1,4,1,1,5,1,0,7,0.0142357691656798,0.51617952156812,0.629085476743057,0.78767325100489,0.59695261111483
dog,1,Spotted,1,3,1,1,2,1,1,3,0.671834568260238,0.392786857904866,0.733824582537636,0.626941277179867,0.0926984245888889
dog,1,Black,1,1,1,1,2,1,1,3,0.688025938579813,0.527429177891463,0.0537932941224426,0.646087060216814,0.817943508503959
dog,1,Brown,1,1,1,1,2,1,1,19,0.681081758346409,0.911724390462041,0.0865382449701428,0.579253586241975,0.633649971568957
dog,1,Spotted,0,1,1,1,2,1,0,2,0.261670664418489,0.120237191906199,0.0887719593010843,0.747192854061723,0.228199745295569
cat,1,Brown,1,7,1,1,3,1,1,3,0.549112801207229,0.0279836826957762,0.257989533944055,0.421570141334087,0.0572154263500124
dog,1,Spotted,1,3,1,1,2,1,1,19,0.184120477410033,0.35181511612609,0.544257915345952,0.46634192741476,0.147723603993654
dog,1,Brown,0,4,1,1,2,1,1,7,0.404549665749073,0.383809951134026,0.928194469306618,0.394135535927489,0.812959626084194
dog,1,White,0,10,1,1,2,1,1,4,0.899880418321118,0.105019154492766,0.648063529515639,0.468185256700963,0.512388041475788
dog,1,Spotted,0,10,1,0,2,1,1,8,0.724823149153963,0.397289368323982,0.161747438600287,0.454504790483043,0.0638772994279861
cat,1,White,1,7,1,1,10,1,1,15,0.0225013459566981,0.410385445458815,0.656246376223862,0.494793569669127,0.777299634646624
dog,1,Brown,1,2,1,1,2,1,1,19,0.741306663025171,0.918970711762086,0.633206819184124,0.575305239995942,0.446217813529074
dog,1,Grey,0,9,1,0,2,0,1,19,0.662714491831139,0.398614034289494,0.84632153226994,0.787430995609611,0.793819575104862
cat,1,Spotted,1,8,1,1,5,0,1,5,0.723012942820787,0.0960029566194862,0.718547591241077,0.63637850410305,0.0199263680260628
dog,1,Brown,1,4,1,1,2,0,1,2,0.770819873083383,0.812227630987763,0.331647420302033,0.222129842964932,0.719163706991822
dog,1,Grey,1,4,1,1,2,1,1,20,0.756234288914129,0.068080366589129,0.65549966879189,0.88780508399941,0.149009430082515
dog,1,Black,0,3,1,1,10,1,0,15,0.632908153580502,0.718614326789975,0.485889320960268,0.600057979114354,0.848543603671715
dog,1,Spotted,0,1,1,1,2,1,1,13,0.938515894347802,0.923453932162374,0.19344241451472,0.501554734539241,0.933128975564614
dog,1,Grey,1,3,1,1,3,1,1,2,0.234342963201925,0.766022431896999,0.957634530961514,0.189324660925195,0.279839151771739
dog,1,White,1,3,1,1,2,1,1,8,0.721010912908241,0.440364126814529,0.547637789743021,0.717336012516171,0.626598131144419
dog,1,Spotted,1,1,1,1,2,0,1,8,0.740605944301933,0.215338188223541,0.69602487818338,0.352569494629279,0.437594355084002
dog,1,Spotted,0,4,1,1,3,1,0,18,0.743640005355701,0.315423128195107,0.111353931948543,0.118809344712645,0.0650593684986234
dog,1,Brown,0,1,1,1,2,1,0,3,0.839184149168432,0.680649316171184,0.349707174114883,0.986522223334759,0.322505444288254
dog,1,White,0,3,1,1,2,1,1,12,0.866904573049396,0.879366274923086,0.461679957807064,0.362370524788275,0.855262188473716
dog,1,Brown,1,5,1,1,2,1,1,17,0.636529092211276,0.527537897229195,0.143524272600189,0.745491265552118,0.0791406137868762
dog,1,Brown,1,2,1,0,2,1,1,7,0.817214450333267,0.812822313047945,0.406792143592611,0.508774006972089,0.144580907188356
dog,1,Spotted,1,1,1,1,3,0,0,18,0.0723407964687794,0.699210519669577,0.811463040066883,0.327578064287081,0.670464750844985
cat,1,Grey,1,5,1,1,3,0,0,1,0.692563215037808,0.943888028850779,0.488301080651581,0.293281897203997,0.372729413909838
dog,1,Brown,0,8,1,1,2,1,1,17,0.386354230577126,0.104783939896151,0.60870114271529,0.0124528405722231,0.580318681662902
dog,1,Brown,1,2,1,1,2,1,1,5,0.634535079123452,0.524531400762498,0.0663840605411679,0.275334137724712,0.0653256245423108
cat,1,White,1,6,1,1,2,0,1,2,0.9228737980593,0.0796283930540085,0.356054967734963,0.110083058010787,0.308296425733715
dog,1,Grey,0,2,1,1,2,1,1,8,0.374465157743543,0.284242366440594,0.0791139355860651,0.542368370806798,0.819915753556415
dog,1,White,0,3,1,1,2,1,1,10,0.901151119731367,0.0488965567201376,0.32253965549171,0.816206564428285,0.0527404905296862
dog,1,Grey,1,2,1,1,3,1,1,18,0.853034182917327,0.589592105476186,0.82934251637198,0.250051695853472,0.488837556447834
dog,1,Grey,1,1,1,1,2,0,1,10,0.917959427461028,0.339360776124522,0.152521632611752,0.996503264876083,0.265251911943778
cat,1,Black,1,7,1,1,3,1,0,11,0.821552638197318,0.215629722224548,0.916154242353514,0.684246415272355,0.263657707022503
cat,1,Black,1,5,1,1,5,0,1,9,0.893752380739897,0.424334942363203,0.283101612934843,0.376474309945479,0.552433822769672
dog,1,Brown,1,2,0,1,2,1,1,20,0.289338023168966,0.431283901212737,0.602032867958769,0.118892863858491,0.497456181328744
dog,1,Grey,1,2,1,1,2,0,1,18,0.867877704789862,0.695739654358476,0.338840382173657,0.957996719283983,0.788782711606473
dog,1,Spotted,1,4,1,0,10,1,1,1,0.79575561825186,0.864073559874669,0.050623896997422,0.938923868350685,0.0883527398109436
dog,1,Brown,0,5,1,1,2,1,1,3,0.501673926133662,0.536438478156924,0.098258248064667,0.546015253290534,0.0709681196603924
dog,1,Grey,0,1,1,1,2,1,1,3,0.237368144793436,0.579644905636087,0.247957614948973,0.659999200841412,0.0785476672463119
dog,1,Brown,0,3,1,1,2,1,1,20,0.706408899510279,0.106877878541127,0.778373666573316,0.00162998819723725,0.863156054867432
dog,1,Spotted,0,2,1,1,2,1,1,19,0.881753627676517,0.11945495265536,0.660154929151759,0.466219291323796,0.0419820575043559
dog,1,Spotted,1,1,1,0,2,1,1,16,0.891786281717941,0.94993852940388,0.673632130259648,0.377241072943434,0.315566954668611
dog,1,Grey,1,1,1,1,2,1,1,5,0.200041316216812,0.0676015273202211,0.929339641006663,0.373808074044064,0.678059539524838
cat,1,Grey,1,6,1,1,5,1,1,1,0.391175833996385,0.0188268893398345,0.749091133242473,0.454363803146407,0.659404228674248
dog,1,Grey,1,2,1,1,2,1,1,1,0.422452905215323,0.620223720557988,0.672446467448026,0.131797047331929,0.129915055120364
dog,1,Black,0,2,0,1,2,1,1,16,0.437823127489537,0.150593984872103,0.306638388428837,0.262543532531708,0.520785133354366
dog,1,Brown,0,5,1,0,2,1,1,4,0.0436875240411609,0.0969060615170747,0.0253716399893165,0.69397236010991,0.908119651023299
cat,1,White,1,3,0,1,5,0,1,3,0.88746960228309,0.180824138922617,0.894764962140471,0.7075633588247,0.208432626212016
dog,1,Brown,0,1,1,1,2,1,0,20,0.279572249623016,0.430027680238709,0.612371990224347,0.194784532301128,0.2741746858228
cat,1,Black,1,3,0,1,3,0,1,7,0.714911343995482,0.0658646987285465,0.970604565693066,0.795106787234545,0.442237759241834
dog,1,Brown,0,2,1,1,2,1,1,10,0.542793843196705,0.195223474875093,0.753565087681636,0.66778095299378,0.217441649641842
dog,1,Grey,0,1,1,1,2,1,0,6,0.730067146942019,0.151809581322595,0.264758461154997,0.689270720817149,0.370110793039203
dog,0,White,0,5,1,1,3,0,1,10,0.674300054786727,0.582420300226659,0.837004031753168,0.122741936938837,0.993598600383848
dog,1,White,0,6,1,1,2,1,0,16,0.969486156245694,0.999432902084664,0.247806609375402,0.965655628358945,0.872133031021804
dog,1,Brown,1,3,1,1,3,1,1,7,0.779572227969766,0.570395693415776,0.639136244775727,0.863811590243131,0.514859974151477
cat,1,Grey,1,7,0,0,5,0,1,13,0.993914123158902,0.733651235932484,0.857276764465496,0.539600849384442,0.186221845215186
cat,1,White,1,7,1,1,5,0,1,8,0.342098345048726,0.447098998120055,0.00893254345282912,0.279227200197056,0.766725173220038
dog,1,Brown,0,1,1,1,2,0,0,18,0.447900604922324,0.160912782652304,0.243617344647646,0.274886534316465,0.818036819342524
cat,1,Brown,1,7,1,1,3,1,1,20,0.518102837260813,0.839141337666661,0.721061897231266,0.595731374341995,0.470325695350766
cat,1,Grey,1,7,1,1,3,0,0,19,0.341400281060487,0.485544692724943,0.686841730494052,0.988270461559296,0.919188842177391
cat,1,Black,1,7,1,1,5,0,1,17,0.0689570247195661,0.717572995927185,0.837542673805729,0.75557043752633,0.366837887559086
dog,1,Brown,1,3,1,0,2,0,1,10,0.741647965041921,0.17383158300072,0.753350032959133,0.659710699226707,0.943048211513087
dog,1,Brown,0,2,1,1,2,1,1,4,0.883482627337798,0.190372921060771,0.056630176724866,0.994800427928567,0.86702525941655
dog,1,Brown,1,3,1,1,2,0,1,6,0.928711862303317,0.41341902455315,0.0434802963864058,0.990740051027387,0.200466681737453
dog,1,Spotted,0,1,1,1,2,1,1,2,0.224716249387711,0.741173969581723,0.721351540414616,0.00579334329813719,0.489173749927431
dog,1,Grey,0,1,1,1,2,1,0,17,0.515055815223604,0.390348210465163,0.916272910078987,0.135694449301809,0.376008723862469
cat,1,Grey,1,8,0,1,5,0,1,1,0.465921427123249,0.759740857640281,0.988703018287197,0.255741079803556,0.72253145952709
cat,1,Grey,1,5,1,1,10,0,1,18,0.726143703330308,0.164694486418739,0.742102660704404,0.317374571692199,0.82443887158297
dog,1,Black,1,2,1,1,2,1,1,2,0.365450802026317,0.987831003498286,0.051768796518445,0.412230098620057,0.754341607913375
dog,1,White,1,1,1,1,2,1,1,1,0.281053764047101,0.543831653194502,0.500349127221853,0.000536738894879818,0.721010442823172
dog,1,Brown,0,1,1,1,2,1,1,18,0.427847884595394,0.495017738780007,0.321022106334567,0.0975501290522516,0.65579247311689
cat,1,Black,1,7,1,1,5,0,1,5,0.598684382624924,0.422383800847456,0.113495054654777,0.270361045841128,0.978958126390353
dog,1,Grey,1,2,1,0,2,1,1,16,0.409054587362334,0.238350087543949,0.613757417537272,0.00194650096818805,0.649237584788352
dog,1,Grey,0,3,1,0,2,1,1,4,0.425288763362914,0.169823161093518,0.801398695912212,0.707042687106878,0.773714946117252
dog,1,Black,0,9,1,1,2,1,1,4,0.542646883288398,0.758413108298555,0.588622446870431,0.339099616277963,0.274386677658185
cat,1,Black,1,7,1,1,3,0,1,20,0.549613818060607,0.488076285924762,0.659068230772391,0.416430425597355,0.765424720477313
cat,1,Spotted,1,6,0,1,5,0,1,3,0.17965560243465,0.416003139456734,0.32963998708874,0.57419053488411,0.650387767935172
dog,1,White,0,5,1,1,2,1,1,9,0.590891925385222,0.551155049819499,0.0963353817351162,0.979656518204138,0.576620371779427
cat,1,Spotted,1,3,1,1,8,0,1,5,0.773027856834233,0.74643594911322,0.0669651217758656,0.486591664142907,0.635423622792587
dog,0,Spotted,0,2,1,1,2,1,1,1,0.3773123328574,0.903082754695788,0.458401700016111,0.965640847105533,0.335533159319311
dog,1,Grey,1,3,1,1,2,0,0,4,0.715563856763765,0.817352796206251,0.331450529396534,0.235564112197608,0.377882414730266
cat,1,Black,1,6,0,1,8,0,0,10,0.890918353106827,0.894207456847653,0.549431277438998,0.780981915770099,0.0475586424581707
dog,1,Brown,0,7,1,0,2,1,0,17,0.458577554440126,0.856532174861059,0.925986776128411,0.576739296549931,0.517199631314725
dog,1,White,0,2,1,1,2,1,1,1,0.484731951961294,0.866549008525908,0.598784672096372,0.882964028045535,0.361381711671129
cat,1,White,1,8,0,1,5,0,1,9,0.541737977415323,0.361681656679139,0.746530109550804,0.0828600078821182,0.141311549814418
dog,1,Spotted,0,1,1,1,2,1,1,6,0.300625837408006,0.851894866675138,0.191800314001739,0.856535090366378,0.89090087893419
cat,1,Spotted,1,7,1,1,8,0,1,7,0.332670570584014,0.181536699412391,0.0128552452661097,0.090100948465988,0.625588124850765
cat,1,White,1,8,1,1,5,0,1,6,0.324825108749792,0.500486594159156,0.226566294208169,0.589330618968233,0.840104816947132
cat,1,White,1,6,1,1,8,0,1,17,0.641136987367645,0.964297473430634,0.748513758182526,0.194377132924274,0.609621029347181
dog,1,Brown,0,3,1,1,2,1,1,20,0.470026449998841,0.721027692314237,0.386863736435771,0.959127796581015,0.0382973595988005
dog,1,Brown,1,3,1,0,3,1,1,20,0.235459398012608,0.528391003143042,0.662282235687599,0.563666240312159,0.886796445352957
dog,1,Brown,1,2,1,1,2,1,1,9,0.834321940783411,0.906018402194604,0.578747205901891,0.644469938240945,0.984938324196264
dog,1,Brown,0,2,1,0,2,1,1,16,0.993725632783026,0.99505243008025,0.487539677182212,0.901982021518052,0.832242097239941
dog,0,Brown,0,6,1,1,2,1,1,19,0.833093535155058,0.558269436005503,0.979637205135077,0.21437541092746,0.290581479435787
dog,1,Brown,0,5,1,1,2,1,1,5,0.871670678490773,0.00485429470427334,0.72361589060165,0.899963143980131,0.19064212590456
dog,1,Black,0,1,0,1,8,1,0,4,0.701283701695502,0.0506975317839533,0.428232771344483,0.404541139258072,0.889112655073404
dog,1,Brown,1,3,1,1,2,1,1,5,0.669561682501808,0.407350503839552,0.0278437451925129,0.588740064762533,0.957214313559234
dog,1,White,1,1,1,1,2,1,0,18,0.94979024771601,0.966715089045465,0.0805535016115755,0.455045663984492,0.58522288617678
dog,1,White,1,3,1,0,2,1,1,19,0.569327813806012,0.881646833149716,0.310306686908007,0.0488826218061149,0.250476437387988
dog,1,Grey,1,1,1,1,2,1,0,8,0.952015021117404,0.164547984255478,0.310305716702715,0.717443419387564,0.294372830074281
dog,1,Grey,1,5,1,1,2,1,1,14,0.397634397726506,0.204380545765162,0.82024666829966,0.0593108343891799,0.363021971425042
dog,1,Brown,1,3,1,1,2,1,1,4,0.298891600687057,0.230652709491551,0.891265602549538,0.721713914070278,0.214127226499841
dog,1,Brown,0,3,1,1,5,1,1,16,0.644251289311796,0.427307236939669,0.0116562705952674,0.660750082693994,0.40799181885086
dog,1,Spotted,1,10,1,1,2,0,1,2,0.906524038175121,0.0180233407299966,0.240040228934959,0.262393709737808,0.823938633780926
cat,1,White,1,3,1,1,3,0,1,6,0.515269445953891,0.998143205884844,0.22397863981314,0.931246974272653,0.770295035094023
cat,1,Spotted,1,7,0,1,5,1,1,20,0.486854019807652,0.239932854194194,0.622608625795692,0.727891803020611,0.0831770396325737
dog,1,Brown,0,4,1,1,2,1,1,1,0.64871270256117,0.205255112377927,0.205916399369016,0.918681771028787,0.99194624950178
dog,1,Brown,1,2,1,1,2,1,0,9,0.75664061261341,0.191960513126105,0.404354424448684,0.0409206382464617,0.590579556766897
dog,1,Grey,0,5,1,1,2,0,1,4,0.573457865510136,0.387738700257614,0.636428458383307,0.540972836781293,0.791318472241983
cat,1,White,1,6,1,1,5,0,1,3,0.978826248086989,0.116188266547397,0.709123910637572,0.131207615602762,0.81581441545859
dog,1,Spotted,0,4,1,1,2,1,1,2,0.232920832699165,0.734033592743799,0.883511497406289,0.709198509342968,0.546148390043527
dog,1,Spotted,1,2,1,1,2,1,0,15,0.672302886610851,0.913488005753607,0.318284719018266,0.64128513680771,0.699610197916627
dog,1,Brown,1,1,1,1,2,1,0,5,0.624096602201462,0.731172965373844,0.0924646176863462,0.584671852411702,0.00557745900005102
dog,1,Spotted,0,3,1,1,2,1,1,16,0.824973967159167,0.765835934085771,0.503610160667449,0.82688288576901,0.796477702679113
dog,1,Spotted,1,10,1,1,5,1,0,5,0.0941858787555248,0.278775246115401,0.00387426349334419,0.719275679439306,0.583183609880507
dog,1,Brown,0,1,1,1,2,1,1,6,0.856749482918531,0.855892474530265,0.886832114774734,0.855186653789133,0.16498210397549
dog,1,Grey,0,3,1,1,2,1,0,3,0.748352614231408,0.32477405318059,0.478734103729948,0.626336800400168,0.598843009676784
cat,1,White,1,10,0,1,5,0,0,9,0.158186997752637,0.902143343817443,0.544653296004981,0.950452495366335,0.0673939790576696
dog,1,Brown,0,1,1,0,2,1,0,18,0.681756614940241,0.135433436837047,0.821088215336204,0.480054179206491,0.144131684442982
dog,1,White,0,2,1,1,2,1,1,4,0.331883387640119,0.888757138513029,0.763187147444114,0.774048543069512,0.92002019030042
dog,1,Brown,0,1,1,1,2,1,1,19,0.233430059626698,0.287257437361404,0.814928740961477,0.961530871456489,0.228804184589535
cat,1,Spotted,1,8,1,1,5,0,1,16,0.0765915247611701,0.656374798156321,0.156047357711941,0.0912188917864114,0.0988013742025942
dog,1,Grey,0,1,1,1,2,1,1,16,0.418802740285173,0.344364442396909,0.763752373168245,0.0764286131598055,0.445429810788482
dog,1,Brown,0,4,1,1,2,1,1,13,0.569394204532728,0.448339596623555,0.216464830795303,0.79334829444997,0.561674412805587
cat,1,White,1,7,1,1,5,0,1,20,0.422287898603827,0.368372763972729,0.270925268763676,0.92961299046874,0.423257368151098
cat,1,Grey,1,3,0,1,8,0,0,16,0.559929005801678,0.23290558042936,0.995300384471193,0.916971501428634,0.521626212168485
dog,1,White,1,2,1,1,2,1,1,5,0.433934964938089,0.0201727298554033,0.767805417068303,0.218223866773769,0.434925292385742
dog,1,Brown,0,1,1,1,3,1,0,17,0.0175990343559533,0.151510473806411,0.80687035783194,0.659743614029139,0.831233043689281
